编码,名称,别名,药品类型,剂型,制剂规格,制剂单位,含量数值,含量单位,储藏方式,处方药,基本药物,抗菌药,抗菌药等级,抗菌药门诊可用,抗菌药需会诊审批,抗菌药允许紧急使用,抗菌药门诊疗程上限,需要皮试,皮试方式,皮试液配置方式,皮试观察分钟,皮试结果有效小时,皮试配置说明,默认剂量,默认剂量单位,默认给药途径,默认频次,慢病用药,允许单开,状态
MED-2026-T216-06,小金丸（胶囊、片）,XJWJNP,CHINESE_PATENT,TABLET,每片重 0.36g,片,0.36,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T217-01,西黄丸（胶囊）,XHWJN,CHINESE_PATENT,OTHER,每 20 丸重 1g,丸,1,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T217-02,西黄丸（胶囊）,XHWJN,CHINESE_PATENT,CAPSULE,每粒装 0.25g,粒,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T218-01,脉管复康片（胶囊）,MGFKPJN,CHINESE_PATENT,TABLET,每片重 0.3g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T218-02,脉管复康片（胶囊）,MGFKPJN,CHINESE_PATENT,TABLET,每片重 0.6g,片,0.6,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T218-03,脉管复康片（胶囊）,MGFKPJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T219,木丹颗粒,MDKL,CHINESE_PATENT,GRANULE,每袋装 7g,袋,7,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T220-01,京万红软膏软膏剂,JWHRG,CHINESE_PATENT,CREAM,每 1g 相当于饮片 0.161g,支,1,g,COOL,是,是,否,,否,否,否,,否,,,,,,,,TOPICAL,TID,否,是,ACTIVE
MED-2026-T220-02,京万红软膏软膏剂,JWHRG,CHINESE_PATENT,CREAM,每支装 10g,支,10,g,COOL,是,是,否,,否,否,否,,否,,,,,,,,TOPICAL,TID,否,是,ACTIVE
MED-2026-T220-03,京万红软膏软膏剂,JWHRG,CHINESE_PATENT,CREAM,每支装 20g,支,20,g,COOL,是,是,否,,否,否,否,,否,,,,,,,,TOPICAL,TID,否,是,ACTIVE
MED-2026-T220-04,京万红软膏软膏剂,JWHRG,CHINESE_PATENT,CREAM,每支装 50g,支,50,g,COOL,是,是,否,,否,否,否,,否,,,,,,,,TOPICAL,TID,否,是,ACTIVE
MED-2026-T221,灵泽片,LZP,CHINESE_PATENT,TABLET,每片重 0.58g,片,0.58,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T222-01,白灵片（胶囊）,BLPJN,CHINESE_PATENT,TABLET,每片重 0.34g（相当于饮片 1.64g）,片,0.34,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T222-02,白灵片（胶囊）,BLPJN,CHINESE_PATENT,CAPSULE,每粒装 0.33g,粒,0.33,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-01,益母草膏煎膏剂,YMCGKLJNP,CHINESE_PATENT,TABLET,每瓶装 125g,片,125,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-02,益母草膏煎膏剂,YMCGKLJNP,CHINESE_PATENT,TABLET,每瓶装 250g,片,250,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-03,益母草膏（颗粒、胶囊、片）,YMCGKLJNP,CHINESE_PATENT,GRANULE,每袋装 15g,袋,15,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-04,益母草膏（颗粒、胶囊、片）,YMCGKLJNP,CHINESE_PATENT,CAPSULE,每粒装 0.36g,粒,0.36,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-05,益母草膏（颗粒、胶囊、片）,YMCGKLJNP,CHINESE_PATENT,TABLET,每片重 0.25g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-06,益母草膏（颗粒、胶囊、片）,YMCGKLJNP,CHINESE_PATENT,TABLET,每片重 0.28g,片,0.28,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-07,益母草膏（颗粒、胶囊、片）,YMCGKLJNP,CHINESE_PATENT,TABLET,每片重 0.6g,片,0.6,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T224-01,少腹逐瘀丸（颗粒、胶囊）,SFZYWKLJN,CHINESE_PATENT,OTHER,每丸重 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T224-02,少腹逐瘀丸（颗粒、胶囊）,SFZYWKLJN,CHINESE_PATENT,GRANULE,每袋装 1.6g,袋,1.6,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T224-03,少腹逐瘀丸（颗粒、胶囊）,SFZYWKLJN,CHINESE_PATENT,GRANULE,每袋装 5g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T224-04,少腹逐瘀丸（颗粒、胶囊）,SFZYWKLJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T225,茜芷胶囊,QZJN,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T226-01,坤宁颗粒（口服液）,KNKLKFY,CHINESE_PATENT,GRANULE,每袋装 8g（相当于饮片 25g）,袋,8,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T226-02,坤宁颗粒（口服液）,KNKLKFY,CHINESE_PATENT,GRANULE,每袋装 15g,袋,15,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T226-03,坤宁合剂,KNKLKFY,CHINESE_PATENT,ORAL_LIQUID,每 1ml 相当于饮片1.25g,瓶,1,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T227,安宫止血颗粒,AGZXKL,CHINESE_PATENT,GRANULE,每袋装 5g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T228,葆宫止血颗粒,BGZXKL,CHINESE_PATENT,GRANULE,每袋装 15g（每1g 相当于饮片 3.433g）,袋,15,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T229,妇科十味片,FKSWP,CHINESE_PATENT,TABLET,每片重 0.3g（相当于饮片 0.32g，含碳酸钙21.67mg）,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T230-01,妇科千金片（胶囊）,FKQJPJN,CHINESE_PATENT,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T230-02,妇科千金片（胶囊）,FKQJPJN,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T231-01,花红片（颗粒、胶囊）,HHPKLJN,CHINESE_PATENT,TABLET,每片重 0.28g,片,0.28,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T231-02,花红片（颗粒、胶囊）,HHPKLJN,CHINESE_PATENT,TABLET,每片重 0.29g,片,0.29,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T231-03,花红片（颗粒、胶囊）,HHPKLJN,CHINESE_PATENT,GRANULE,每袋装 2.5g,袋,2.5,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T231-04,花红片（颗粒、胶囊）,HHPKLJN,CHINESE_PATENT,GRANULE,每袋装 10g,袋,10,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T231-05,花红片（颗粒、胶囊）,HHPKLJN,CHINESE_PATENT,CAPSULE,每粒装 0.25g（相当于饮片 9.334g）,粒,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T232-01,宫炎平片（胶囊）,GYPPJN,CHINESE_PATENT,TABLET,每片重 0.25g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T232-02,宫炎平片（胶囊）,GYPPJN,CHINESE_PATENT,TABLET,每片重 0.26g,片,0.26,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T232-03,宫炎平片（胶囊）,GYPPJN,CHINESE_PATENT,CAPSULE,每粒装 0.2g,粒,0.2,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T232-04,宫炎平片（胶囊）,GYPPJN,CHINESE_PATENT,CAPSULE,每粒装 0.25g （相当于饮片 1g）,粒,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T232-05,宫炎平片（胶囊）,GYPPJN,CHINESE_PATENT,CAPSULE,每粒装 0.35g,粒,0.35,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T233,妇炎消胶囊,FYXJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T234,金刚藤糖浆糖浆剂,JGTTJ,CHINESE_PATENT,ORAL_LIQUID,每瓶装 150ml,瓶,150,ml,COOL,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T235,康妇消炎栓,KFXYS,CHINESE_PATENT,SUPPOSITORY,每粒重 2.0g,枚,2.0,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,RECTAL,TID,否,是,ACTIVE
MED-2026-T236,康妇炎胶囊,KFYJN,CHINESE_PATENT,CAPSULE,每粒装 0.4g（相当于饮片 3.144g）,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T237,保妇康栓,BFKS,CHINESE_PATENT,SUPPOSITORY,每粒重 1.74g（含莪术油 82mg，冰片 75mg）,枚,1.74,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,RECTAL,TID,否,是,ACTIVE
MED-2026-T238-01,艾附暖宫丸,AFNGW,CHINESE_PATENT,OTHER,每丸重 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T238-02,艾附暖宫丸,AFNGW,CHINESE_PATENT,OTHER,每 45丸重 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T238-03,艾附暖宫丸,AFNGW,CHINESE_PATENT,OTHER,每 100 丸重 4g,丸,4,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T238-04,艾附暖宫丸,AFNGW,CHINESE_PATENT,OTHER,每丸重 10g,丸,10,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T238-05,艾附暖宫丸,AFNGW,CHINESE_PATENT,OTHER,每袋装 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T238-06,艾附暖宫丸,AFNGW,CHINESE_PATENT,OTHER,每瓶装 45g,丸,45,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T239-01,乌鸡白凤丸（胶囊、片）,WJBFWJNP,CHINESE_PATENT,OTHER,每丸重 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T239-02,乌鸡白凤丸（胶囊、片）,WJBFWJNP,CHINESE_PATENT,OTHER,每 10 丸重 1g,丸,1,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T239-03,乌鸡白凤丸（胶囊、片）,WJBFWJNP,CHINESE_PATENT,OTHER,每袋装 6g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T239-04,乌鸡白凤丸（胶囊、片）,WJBFWJNP,CHINESE_PATENT,OTHER,每袋装 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T239-05,乌鸡白凤丸（胶囊、片）,WJBFWJNP,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T239-06,乌鸡白凤丸（胶囊、片）,WJBFWJNP,CHINESE_PATENT,TABLET,每片重 0.5g,片,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T240-01,八珍益母丸（胶囊）,BZYMWJN,CHINESE_PATENT,OTHER,每丸重 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T240-02,八珍益母丸（胶囊）,BZYMWJN,CHINESE_PATENT,OTHER,每袋装 6g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T240-03,八珍益母丸（胶囊）,BZYMWJN,CHINESE_PATENT,OTHER,每袋装 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T240-04,八珍益母丸（胶囊）,BZYMWJN,CHINESE_PATENT,CAPSULE,每粒装 0.35g（相当于饮片 0.921g）,粒,0.35,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T241-01,补血益母丸（颗粒）,BXYMWKL,CHINESE_PATENT,OTHER,每袋装 12g（每 200丸重 12g）,丸,12,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T241-02,补血益母丸（颗粒）,BXYMWKL,CHINESE_PATENT,GRANULE,每 1g 相当于饮片1.5959g,袋,1,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T242-01,定坤丹丸,DKD,CHINESE_PATENT,OTHER,每丸重 10.8g（相当于饮片4.78g，含复方滇鸡血藤膏 0.25g）,丸,10.8,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T242-02,定坤丹丸,DKD,CHINESE_PATENT,OTHER,每瓶装 7g （相当于饮片 5.4g）,丸,7,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T243-01,更年安片（胶囊）,GNAPJN,CHINESE_PATENT,TABLET,每片重 0.3g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T243-02,更年安片（胶囊）,GNAPJN,CHINESE_PATENT,TABLET,每片重 0.31g,片,0.31,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T243-03,更年安片（胶囊）,GNAPJN,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T244,坤泰胶囊,KTJN,CHINESE_PATENT,CAPSULE,每粒装 0.5g,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T245,滋肾育胎丸,ZSYTW,CHINESE_PATENT,OTHER,常规说明书规格,丸,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T246-01,乳癖消颗粒（胶囊、片）,RPXKLJNP,CHINESE_PATENT,GRANULE,每袋装 8g（相当于原药材 6g）,袋,8,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T246-02,乳癖消颗粒（胶囊、片）,RPXKLJNP,CHINESE_PATENT,CAPSULE,每粒装 0.32g,粒,0.32,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T246-03,乳癖消颗粒（胶囊、片）,RPXKLJNP,CHINESE_PATENT,TABLET,每片重 0.32g,片,0.32,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T246-04,乳癖消颗粒（胶囊、片）,RPXKLJNP,CHINESE_PATENT,TABLET,每片重 0.34g,片,0.34,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T246-05,乳癖消颗粒（胶囊、片）,RPXKLJNP,CHINESE_PATENT,TABLET,每片重 0.67g,片,0.67,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T247-01,桂枝茯苓丸（胶囊）,GZFLWJN,CHINESE_PATENT,OTHER,每丸重 6g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T247-02,桂枝茯苓丸（胶囊）,GZFLWJN,CHINESE_PATENT,OTHER,素丸每10 丸重 1.5g,丸,1.5,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T247-03,桂枝茯苓丸（胶囊）,GZFLWJN,CHINESE_PATENT,OTHER,每丸重 2.2g,丸,2.2,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T247-04,桂枝茯苓丸（胶囊）,GZFLWJN,CHINESE_PATENT,OTHER,每 100丸重 10g,丸,10,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T247-05,桂枝茯苓丸（胶囊）,GZFLWJN,CHINESE_PATENT,CAPSULE,每粒装 0.31g,粒,0.31,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T248-01,乳块消颗粒（胶囊、片）,RKXKLJNP,CHINESE_PATENT,GRANULE,每袋装 5g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T248-02,乳块消颗粒（胶囊、片）,RKXKLJNP,CHINESE_PATENT,GRANULE,每袋装 10g,袋,10,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T248-03,乳块消颗粒（胶囊、片）,RKXKLJNP,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T248-04,乳块消颗粒（胶囊、片）,RKXKLJNP,CHINESE_PATENT,TABLET,每片重 0.32g,片,0.32,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T248-05,乳块消颗粒（胶囊、片）,RKXKLJNP,CHINESE_PATENT,TABLET,每片重 0.36g （相当于饮片 3.85g）,片,0.36,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T249-01,宫瘤清胶囊（颗粒）,GLQJNKL,CHINESE_PATENT,CAPSULE,每粒装 0.37g,粒,0.37,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T249-02,宫瘤清胶囊（颗粒）,GLQJNKL,CHINESE_PATENT,GRANULE,每袋装 4g,袋,4,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T250,散结镇痛胶囊,SJZTJN,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T251-01,明目上清丸（片）,MMSQWP,CHINESE_PATENT,OTHER,每袋 （瓶）装 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T251-02,明目上清丸（片）,MMSQWP,CHINESE_PATENT,TABLET,每片重 0.6g,片,0.6,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T251-03,明目上清丸（片）,MMSQWP,CHINESE_PATENT,TABLET,每片重 0.63g,片,0.63,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T252,马应龙八宝眼膏眼膏剂,MYLBBYG,CHINESE_PATENT,TABLET,每 1g 相当于饮片0.05g,片,1,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T253-01,黄连羊肝丸,HLYGW,CHINESE_PATENT,OTHER,每丸重 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T253-02,黄连羊肝丸,HLYGW,CHINESE_PATENT,OTHER,每 20 丸重 1g,丸,1,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T253-03,黄连羊肝丸,HLYGW,CHINESE_PATENT,OTHER,每 100 丸重 20g,丸,20,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T254-01,珍珠明目滴眼液滴眼剂,ZZMMDYY,CHINESE_PATENT,DROPS,每 1ml 相当于饮片 1mg,瓶,1,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,OPHTHALMIC,TID,否,是,ACTIVE
MED-2026-T254-02,珍珠明目滴眼液滴眼剂,ZZMMDYY,CHINESE_PATENT,DROPS,含珍珠液 0.02ml,瓶,0.02,ml,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,OPHTHALMIC,TID,否,是,ACTIVE
MED-2026-T254-03,珍珠明目滴眼液每瓶（支）装 8ml,ZZMMDYY,CHINESE_PATENT,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T254-04,珍珠明目滴眼液10ml,ZZMMDYY,CHINESE_PATENT,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T254-05,珍珠明目滴眼液12ml,ZZMMDYY,CHINESE_PATENT,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T254-06,珍珠明目滴眼液15ml,ZZMMDYY,CHINESE_PATENT,TABLET,常规说明书规格,片,,,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T255-01,明目地黄丸,MMDHW,CHINESE_PATENT,OTHER,每丸重 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T255-02,明目地黄丸,MMDHW,CHINESE_PATENT,OTHER,每 8 丸相当于原生药 3g,丸,3,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T255-03,明目地黄丸,MMDHW,CHINESE_PATENT,OTHER,每袋装 6g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T255-04,明目地黄丸,MMDHW,CHINESE_PATENT,OTHER,每袋装 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T256-01,障眼明片（胶囊）,ZYMPJN,CHINESE_PATENT,TABLET,每片重 0.21g,片,0.21,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
MED-2026-T256-02,障眼明片（胶囊）,ZYMPJN,CHINESE_PATENT,TABLET,每片重 0.42g,片,0.42,g,ROOM_TEMPERATURE,是,是,否,,否,否,否,,否,,,,,,,,ORAL,TID,否,是,ACTIVE
